Time,Ipv,Vpv,Vdc,ia,ib,ic,va,vb,vc,Iabc,If,Vabc,Vf,label
1.51735511525005,1.51934814453125,101.6357421875,143.5546875,0.4758291015625,-0.1275634765625,-0.348271484375,-149.619750976562,42.8294372558594,112.323303222569,0.510123915348618,50.1357696687191,155.88413990533,50.0001330304573,F
3.89724349633751,2.14752197265625,92.2119140625,148.2421875,-0.18884375,0.684814453125,-0.455693359375,15.1283264160156,-140.181121826172,129.92680867513,0.712703522385014,50.182074998183,155.676896180086,50.0028043684616,F
1.71846727976571,2.361328125,85.137939453125,149.12109375,0.5026845703125,0.1812744140625,-0.7041064453125,-110.141448974609,-32.7519226074219,152.127075195325,0.744161578458899,50.127623792907,155.892235943685,50.0144690702946,F
3.976781754942,2.17874145507812,91.40625,147.36328125,0.657103515625,-0.4498291015625,-0.1737109375,-145.436859130859,120.604705810547,24.1249593098133,0.714933906036246,49.7576742145828,155.176645149687,50.0137874724607,F
8.65528640219676,2.3197021484375,87.24365234375,148.53515625,0.764525390625,-0.496826171875,-0.3281298828125,-154.971923828125,82.7899169921875,76.3970438638452,0.732174294046623,50.181753948549,156.202529216115,50.006156304883,F
12.1574101047269,2.32254028320312,85.9375,142.3828125,0.6235341796875,-0.2215576171875,-0.5429736328125,-141.229858398438,15.7069396972656,129.436594645066,0.434866646087372,49.9887530579062,155.691132503611,50.0002506716429,F
5.33563754557395,2.29983520507812,87.652587890625,148.828125,0.7443837890625,-0.40283203125,-0.3885546875,-154.959869384766,67.3240661621094,89.8658752440438,0.71198147416532,49.9847119403788,155.998812557375,49.9972112519281,F
2.63975420712605,2.29605102539062,88.934326171875,147.36328125,0.64367578125,-0.0335693359375,-0.5832568359375,-145.906982421875,32.1733093261719,117.687530517498,0.712495731294669,49.9730268258935,155.291721406802,50.0024513725269,F
1.3798998975692,2.24307250976562,87.8662109375,148.53515625,0.630248046875,-0.0469970703125,-0.563115234375,-142.230377197266,28.9065551757812,122.746378580729,0.741122457737877,50.111965569077,155.667037339795,50.0035461165079,F
5.63951579818463,1.49569702148438,101.788330078125,143.84765625,-0.497681640625,0.107421875,0.39025390625,136.468353271484,-6.85897827148438,-130.99965413405,0.458090959437976,49.9537287342399,154.848185235959,49.9937820346308,F
12.3350549704159,1.80789184570312,74.951171875,143.5546875,0.42883203125,-0.34912109375,-0.0662890625,-136.781768798828,132.550659179688,11.0177612305159,0.478819426733975,50.1020722401918,155.249710049312,50.0026587164575,F
4.39573167137667,2.33956909179688,87.176513671875,148.53515625,0.7578115234375,-0.4095458984375,-0.428837890625,-154.296875,64.6479797363281,93.6429341634591,0.733094922428087,49.9821720425043,156.206372152435,49.9989199329563,F
9.41090417132316,1.48150634765625,101.641845703125,142.96875,-0.43054296875,0.3289794921875,0.108271484375,153.416900634766,-99.4009399414062,-52.7100626626579,0.453856976196742,49.9652045982,155.095487961202,49.9915074125907,F
7.05692276833903,2.12481689453125,92.156982421875,148.53515625,-0.1284189453125,0.6781005859375,-0.5698291015625,0.204925537109375,-132.249298095703,137.818450927734,0.718165125910955,50.011127223673,155.767416707295,50.0048157770071,F
7.61403389981605,-0.01702880859375,37.20703125,116.6015625,0.0729970703125,0.040283203125,-0.1267138671875,110.587463378906,39.2854309082031,-148.265635172486,0.0971745563779689,50.4329450726938,155.026308772927,50.0016201852216,F
0.479004412471514,2.42755126953125,86.279296875,148.828125,0.657103515625,-0.1678466796875,-0.589970703125,-141.531219482422,23.3615112304688,124.743398030635,0.722730708498936,50.0076175366419,155.99784165688,50.0005377645028,F
